date,data,rest,drill,drill_name
1/1/2000 12:14:20 PM,0.782201564,1,2,warmup
1/1/2000 12:14:30 PM,0.720298674,1,2,warmup
1/1/2000 12:14:40 PM,0.59774861,1,2,warmup
1/1/2000 12:14:50 PM,0.221654746,1,2,warmup
1/1/2000 12:15:00 PM,0.185711382,1,2,warmup
1/1/2000 12:15:10 PM,0.003028473,1,2,warmup
1/1/2000 12:15:20 PM,-0.145783422,1,2,warmup
1/1/2000 12:15:30 PM,-0.256654599,1,2,warmup
1/1/2000 12:15:40 PM,-0.659448215,0,0,rest
1/1/2000 12:15:50 PM,-0.581179594,0,0,rest
1/1/2000 12:16:00 PM,-0.733662437,0,0,rest
1/1/2000 12:16:10 PM,-0.862515622,0,0,rest
1/1/2000 12:16:20 PM,-1.00755028,0,0,rest
1/1/2000 12:16:30 PM,-1.129408928,0,0,rest
1/1/2000 12:16:40 PM,-1.126305932,0,0,rest
1/1/2000 12:16:50 PM,-1.119211341,0,0,rest
1/1/2000 12:17:00 PM,-0.948850085,0,0,rest
1/1/2000 12:17:10 PM,-0.835097823,0,0,rest
1/1/2000 12:17:20 PM,-0.878766221,0,0,rest
1/1/2000 12:17:30 PM,-0.742205996,0,0,rest
1/1/2000 12:17:40 PM,-0.639946443,0,0,rest
1/1/2000 12:17:50 PM,-0.268622061,1,3,shooting#1
1/1/2000 12:18:00 PM,-0.276032789,1,3,shooting#1
1/1/2000 12:18:10 PM,-0.043593742,1,3,shooting#1
1/1/2000 12:18:20 PM,0.08084351,1,3,shooting#1
1/1/2000 12:18:30 PM,0.392101443,1,3,shooting#1
1/1/2000 12:18:40 PM,0.541609842,1,3,shooting#1
1/1/2000 12:18:50 PM,0.724087683,1,3,shooting#1
1/1/2000 12:19:00 PM,0.70871173,1,3,shooting#1
1/1/2000 12:19:10 PM,0.75881308,1,3,shooting#1
1/1/2000 12:19:20 PM,0.85848122,1,3,shooting#1
1/1/2000 12:19:30 PM,0.876282706,1,3,shooting#1
1/1/2000 12:19:40 PM,1.042351885,1,3,shooting#1
1/1/2000 12:19:50 PM,0.878826724,1,3,shooting#1
1/1/2000 12:20:00 PM,0.989383452,1,3,shooting#1
1/1/2000 12:20:10 PM,0.979267254,1,3,shooting#1
1/1/2000 12:20:20 PM,0.869988256,1,3,shooting#1
1/1/2000 12:20:30 PM,0.551528748,1,3,shooting#1
1/1/2000 12:20:40 PM,0.625172116,1,3,shooting#1
1/1/2000 12:20:50 PM,0.117762799,1,3,shooting#1
1/1/2000 12:21:00 PM,0.330581728,1,3,shooting#1
1/1/2000 12:21:10 PM,-0.177759311,1,3,shooting#1
1/1/2000 12:21:20 PM,-0.183399321,1,3,shooting#1
1/1/2000 12:21:30 PM,-0.449936404,1,3,shooting#1
1/1/2000 12:21:40 PM,-0.422425345,1,3,shooting#1
1/1/2000 12:21:50 PM,-0.719153103,0,0,rest
1/1/2000 12:22:00 PM,-0.595851877,0,0,rest
1/1/2000 12:22:10 PM,-0.818266819,0,0,rest
1/1/2000 12:22:20 PM,-0.866494464,0,0,rest
1/1/2000 12:22:30 PM,-0.758597393,0,0,rest
1/1/2000 12:22:40 PM,-1.103184035,0,0,rest
1/1/2000 12:22:50 PM,-1.04259155,0,0,rest
1/1/2000 12:23:00 PM,-0.947757482,0,0,rest
1/1/2000 12:23:10 PM,-0.969961605,0,0,rest
1/1/2000 12:23:20 PM,-0.876987573,0,0,rest
1/1/2000 12:23:30 PM,-0.466725189,0,0,rest
1/1/2000 12:23:40 PM,-0.540732636,0,0,rest
1/1/2000 12:23:50 PM,-0.424960395,1,4,shooting #2
1/1/2000 12:24:00 PM,-0.120564675,1,4,shooting #2
1/1/2000 12:24:10 PM,-0.083507942,1,4,shooting #2
1/1/2000 12:24:20 PM,0.053303514,1,4,shooting #2
1/1/2000 12:24:30 PM,0.341246997,1,4,shooting #2
1/1/2000 12:24:40 PM,0.633981569,1,4,shooting #2
1/1/2000 12:24:50 PM,0.618157093,1,4,shooting #2
1/1/2000 12:25:00 PM,0.720203944,1,4,shooting #2
1/1/2000 12:25:10 PM,0.763233768,1,4,shooting #2
1/1/2000 12:25:20 PM,0.911025024,1,4,shooting #2
1/1/2000 12:25:30 PM,0.943747919,1,4,shooting #2
1/1/2000 12:25:40 PM,1.225792567,1,4,shooting #2
1/1/2000 12:25:50 PM,1.075296219,1,4,shooting #2
1/1/2000 12:26:00 PM,0.732324201,1,4,shooting #2
1/1/2000 12:26:10 PM,0.797731088,1,4,shooting #2
1/1/2000 12:26:20 PM,0.913682356,1,4,shooting #2
1/1/2000 12:26:30 PM,0.675920387,1,4,shooting #2
1/1/2000 12:26:40 PM,0.491839622,1,4,shooting #2
1/1/2000 12:26:50 PM,0.388707654,1,4,shooting #2
1/1/2000 12:27:00 PM,0.207767099,1,4,shooting #2
1/1/2000 12:27:10 PM,-0.096068483,1,4,shooting #2
1/1/2000 12:27:20 PM,0.000463781,1,4,shooting #2
1/1/2000 12:27:30 PM,-0.234198976,1,4,shooting #2
1/1/2000 12:27:40 PM,-0.634248062,1,4,shooting #2
1/1/2000 12:27:50 PM,-0.671646153,0,0,rest
1/1/2000 12:28:00 PM,-0.812882388,0,0,rest
1/1/2000 12:28:10 PM,-1.007395223,0,0,rest
1/1/2000 12:28:20 PM,-0.897250242,0,0,rest
1/1/2000 12:28:30 PM,-1.096775998,0,0,rest
1/1/2000 12:28:40 PM,-0.89777705,0,0,rest
1/1/2000 12:28:50 PM,-1.08963022,0,0,rest
1/1/2000 12:29:00 PM,-1.017831868,0,0,rest
1/1/2000 12:29:10 PM,-0.772467041,0,0,rest
1/1/2000 12:29:20 PM,-0.959564809,0,0,rest
1/1/2000 12:29:30 PM,-0.568760062,0,0,rest
1/1/2000 12:29:40 PM,-0.599868322,0,0,rest
1/1/2000 12:29:50 PM,-0.371805691,1,5,shooting #3
1/1/2000 12:30:00 PM,-0.179685327,1,5,shooting #3
1/1/2000 12:30:10 PM,0.806651997,1,5,shooting #3
1/1/2000 12:30:20 PM,0.620477213,1,5,shooting #3
1/1/2000 12:30:30 PM,0.84576204,1,5,shooting #3
1/1/2000 12:30:40 PM,0.632529397,1,5,shooting #3
1/1/2000 12:30:50 PM,0.468649408,1,5,shooting #3
1/1/2000 12:31:00 PM,0.324434372,1,5,shooting #3
1/1/2000 12:31:10 PM,0.494169187,1,5,shooting #3
1/1/2000 12:31:20 PM,0.155541532,1,5,shooting #3
1/1/2000 12:31:30 PM,0.28032278,1,5,shooting #3
1/1/2000 12:31:40 PM,0.005824244,1,5,shooting #3
1/1/2000 12:31:50 PM,-0.144174897,1,5,shooting #3
1/1/2000 12:32:00 PM,-0.301612705,1,5,shooting #3
1/1/2000 12:32:10 PM,-0.303084944,1,5,shooting #3
1/1/2000 12:32:20 PM,-0.426283844,1,5,shooting #3
1/1/2000 12:32:30 PM,-0.527472171,0,0,rest
1/1/2000 12:32:40 PM,-0.516298502,0,0,rest
1/1/2000 12:32:50 PM,-0.796049558,0,0,rest
1/1/2000 12:33:00 PM,-0.68938026,0,0,rest
1/1/2000 12:33:10 PM,-0.876538509,0,0,rest
1/1/2000 12:33:20 PM,-0.994115557,0,0,rest
1/1/2000 12:33:30 PM,-0.838719852,0,0,rest
1/1/2000 12:33:40 PM,-1.044340025,0,0,rest
1/1/2000 12:33:50 PM,-0.832188479,0,0,rest
1/1/2000 12:34:00 PM,-0.997112102,0,0,rest
1/1/2000 12:34:10 PM,-1.069457505,0,0,rest
1/1/2000 12:34:20 PM,-0.85753309,0,0,rest
1/1/2000 12:34:30 PM,-1.086681326,0,0,rest
1/1/2000 12:34:40 PM,-0.881483457,0,0,rest
1/1/2000 12:34:50 PM,-0.767091623,0,0,rest
1/1/2000 12:35:00 PM,-0.812132434,0,0,rest
1/1/2000 12:35:10 PM,-0.627176341,0,0,rest
1/1/2000 12:35:20 PM,-0.499939002,0,0,rest
1/1/2000 12:35:30 PM,-0.485149107,1,6,long run
1/1/2000 12:35:40 PM,-0.238489577,1,6,long run
1/1/2000 12:35:50 PM,-0.383120658,1,6,long run
1/1/2000 12:36:00 PM,-0.000593546,1,6,long run
1/1/2000 12:36:10 PM,0.002708841,1,6,long run
1/1/2000 12:36:20 PM,0.081777312,1,6,long run
1/1/2000 12:36:30 PM,0.119560082,1,6,long run
1/1/2000 12:36:40 PM,0.233271799,1,6,long run
1/1/2000 12:36:50 PM,0.534598543,1,6,long run
1/1/2000 12:37:00 PM,0.682540512,1,6,long run
1/1/2000 12:37:10 PM,0.543880423,1,6,long run
1/1/2000 12:37:21 PM,0.765347289,1,6,long run
1/1/2000 12:37:31 PM,0.730793071,1,6,long run
1/1/2000 12:37:41 PM,0.714444725,1,6,long run
1/1/2000 12:37:51 PM,0.882583759,1,6,long run
1/1/2000 12:38:01 PM,0.950958608,1,6,long run
1/1/2000 12:38:11 PM,0.810109382,1,6,long run
1/1/2000 12:38:21 PM,0.984434829,1,6,long run
1/1/2000 12:38:31 PM,1.052250587,1,6,long run
1/1/2000 12:38:41 PM,0.849423277,1,6,long run
1/1/2000 12:38:51 PM,1.114528665,1,6,long run
1/1/2000 12:39:01 PM,0.885208014,1,6,long run
1/1/2000 12:39:11 PM,0.955751042,1,6,long run
1/1/2000 12:39:21 PM,0.84700984,1,6,long run
1/1/2000 12:39:31 PM,0.656714846,1,6,long run
1/1/2000 12:39:41 PM,0.570029529,1,6,long run
1/1/2000 12:39:51 PM,0.574169878,1,6,long run
1/1/2000 12:40:01 PM,0.528735355,1,6,long run
1/1/2000 12:40:11 PM,0.433763079,1,6,long run
1/1/2000 12:40:21 PM,0.2413476,1,6,long run
1/1/2000 12:40:31 PM,0.063148732,1,6,long run
1/1/2000 12:40:41 PM,0.001359632,1,6,long run
1/1/2000 12:40:51 PM,-0.138821313,1,6,long run
1/1/2000 12:41:01 PM,-0.316477672,1,6,long run
1/1/2000 12:41:11 PM,-0.414266307,1,6,long run
1/1/2000 12:41:21 PM,-0.50138223,1,6,long run
1/1/2000 12:41:31 PM,-0.688777618,0,0,rest
1/1/2000 12:41:41 PM,-0.808287613,0,0,rest
1/1/2000 12:41:51 PM,-0.640120707,0,0,rest
1/1/2000 12:42:01 PM,-0.940257367,0,0,rest
1/1/2000 12:42:11 PM,-0.890727182,0,0,rest
1/1/2000 12:42:21 PM,-0.847187784,0,0,rest
1/1/2000 12:42:31 PM,-0.908511123,0,0,rest
1/1/2000 12:42:41 PM,-0.916249357,0,0,rest
1/1/2000 12:42:51 PM,-0.82184491,0,0,rest
1/1/2000 12:43:01 PM,-0.842469496,0,0,rest
1/1/2000 12:43:11 PM,-1.104180748,0,0,rest
1/1/2000 12:43:21 PM,-1.083432916,0,0,rest
1/1/2000 12:43:31 PM,-0.730094712,0,0,rest
1/1/2000 12:43:41 PM,-0.819790294,0,0,rest
1/1/2000 12:43:51 PM,-0.879834156,0,0,rest
1/1/2000 12:44:01 PM,-0.769784593,0,0,rest
1/1/2000 12:44:11 PM,-0.527064741,0,0,rest
1/1/2000 12:44:21 PM,-0.421100907,0,0,rest
1/1/2000 12:44:31 PM,-0.526492251,1,7,zig-zag
1/1/2000 12:44:41 PM,-0.396593951,1,7,zig-zag
1/1/2000 12:44:51 PM,-0.037479733,1,7,zig-zag
1/1/2000 12:45:01 PM,-0.02908565,1,7,zig-zag
1/1/2000 12:45:11 PM,0.0290327,1,7,zig-zag
1/1/2000 12:45:21 PM,0.022841243,1,7,zig-zag
1/1/2000 12:45:31 PM,0.301741952,1,7,zig-zag
1/1/2000 12:45:41 PM,0.402323988,1,7,zig-zag
1/1/2000 12:45:51 PM,0.57472565,1,7,zig-zag
1/1/2000 12:46:01 PM,0.551619174,1,7,zig-zag
1/1/2000 12:46:11 PM,0.681142857,1,7,zig-zag
1/1/2000 12:46:21 PM,0.631609142,1,7,zig-zag
1/1/2000 12:46:31 PM,0.608632695,1,7,zig-zag
1/1/2000 12:46:41 PM,0.836817095,1,7,zig-zag
1/1/2000 12:46:51 PM,0.910670391,1,7,zig-zag
1/1/2000 12:47:01 PM,0.969672601,1,7,zig-zag
1/1/2000 12:47:11 PM,0.918473763,1,7,zig-zag
1/1/2000 12:47:21 PM,1.079491137,1,7,zig-zag
1/1/2000 12:47:31 PM,1.079272117,1,7,zig-zag
1/1/2000 12:47:41 PM,0.812066054,1,7,zig-zag
1/1/2000 12:47:51 PM,0.803701206,1,7,zig-zag
1/1/2000 12:48:01 PM,0.800845168,1,7,zig-zag
1/1/2000 12:48:11 PM,0.902635789,1,7,zig-zag
1/1/2000 12:48:21 PM,0.710305291,1,7,zig-zag
1/1/2000 12:48:31 PM,0.652776749,1,7,zig-zag
1/1/2000 12:48:41 PM,0.679975061,1,7,zig-zag
1/1/2000 12:48:51 PM,0.69887859,1,7,zig-zag
1/1/2000 12:49:01 PM,0.57898833,1,7,zig-zag
1/1/2000 12:49:11 PM,0.336512615,1,7,zig-zag
1/1/2000 12:49:21 PM,0.191562382,1,7,zig-zag
1/1/2000 12:49:31 PM,0.136365503,1,7,zig-zag
1/1/2000 12:49:41 PM,0.022682959,1,7,zig-zag
1/1/2000 12:49:51 PM,0.028651639,1,7,zig-zag
1/1/2000 12:50:01 PM,-0.351715701,1,7,zig-zag
1/1/2000 12:50:11 PM,-0.408663668,1,7,zig-zag
1/1/2000 12:50:21 PM,-0.410671247,1,7,zig-zag
1/1/2000 12:50:31 PM,-0.508298225,0,0,rest
1/1/2000 12:50:41 PM,-0.581450199,0,0,rest
1/1/2000 12:50:51 PM,-0.667800335,0,0,rest
1/1/2000 12:51:01 PM,-0.893331704,0,0,rest
1/1/2000 12:51:11 PM,-0.74913078,0,0,rest
1/1/2000 12:51:21 PM,-0.917128296,0,0,rest
1/1/2000 12:51:31 PM,-1.095916587,0,0,rest
1/1/2000 12:51:41 PM,-0.808003785,0,0,rest
1/1/2000 12:51:51 PM,-0.868451695,0,0,rest
1/1/2000 12:52:01 PM,-0.767656084,0,0,rest
1/1/2000 12:52:11 PM,-0.9701967,0,0,rest
1/1/2000 12:52:21 PM,-0.934280873,0,0,rest
1/1/2000 12:52:31 PM,-0.842764186,0,0,rest
1/1/2000 12:52:41 PM,-0.777282273,0,0,rest
1/1/2000 12:52:51 PM,-0.791564171,0,0,rest
1/1/2000 12:53:01 PM,-0.612774815,0,0,rest
1/1/2000 12:53:11 PM,-0.672328986,0,0,rest
1/1/2000 12:53:21 PM,-0.605175767,0,0,rest
1/1/2000 12:53:31 PM,-0.432969887,1,6,long run
1/1/2000 12:53:41 PM,-0.433056299,1,6,long run
1/1/2000 12:53:51 PM,-0.128399554,1,6,long run
1/1/2000 12:54:01 PM,-0.130175386,1,6,long run
1/1/2000 12:54:11 PM,-0.201222307,1,6,long run
1/1/2000 12:54:21 PM,0.089015971,1,6,long run
1/1/2000 12:54:31 PM,0.281018601,1,6,long run
1/1/2000 12:54:41 PM,0.240588072,1,6,long run
1/1/2000 12:54:51 PM,0.512985131,1,6,long run
1/1/2000 12:55:01 PM,0.465334699,1,6,long run
1/1/2000 12:55:11 PM,0.723122682,1,6,long run
1/1/2000 12:55:21 PM,0.588287964,1,6,long run
1/1/2000 12:55:31 PM,0.728927337,1,6,long run
1/1/2000 12:55:41 PM,0.83208361,1,6,long run
1/1/2000 12:55:51 PM,0.92665082,1,6,long run
1/1/2000 12:56:01 PM,1.010379406,1,6,long run
1/1/2000 12:56:11 PM,0.944814573,1,6,long run
1/1/2000 12:56:21 PM,1.173354864,1,6,long run
1/1/2000 12:56:31 PM,0.946424906,1,6,long run
1/1/2000 12:56:41 PM,0.874947689,1,6,long run
1/1/2000 12:56:51 PM,0.991179457,1,6,long run
1/1/2000 12:57:01 PM,0.997607714,1,6,long run
1/1/2000 12:57:11 PM,0.775516442,1,6,long run
1/1/2000 12:57:21 PM,0.873590734,1,6,long run
1/1/2000 12:57:31 PM,0.793346697,1,6,long run
1/1/2000 12:57:41 PM,0.626602437,1,6,long run
1/1/2000 12:57:51 PM,0.407989289,1,6,long run
1/1/2000 12:58:01 PM,0.458163663,1,6,long run
1/1/2000 12:58:11 PM,0.46562288,1,6,long run
1/1/2000 12:58:21 PM,0.09194194,1,6,long run
1/1/2000 12:58:31 PM,0.12087868,1,6,long run
1/1/2000 12:58:41 PM,-0.097151397,1,6,long run
1/1/2000 12:58:51 PM,-0.023618832,1,6,long run
1/1/2000 12:59:01 PM,-0.08800196,1,6,long run
1/1/2000 12:59:11 PM,-0.320463672,1,6,long run
1/1/2000 12:59:21 PM,-0.343493425,1,6,long run
1/1/2000 12:59:31 PM,-0.463104687,0,0,rest
1/1/2000 12:59:41 PM,-0.860613231,0,0,rest
1/1/2000 12:59:51 PM,-0.62543618,0,0,rest
1/1/2000 01:00:01 PM,-0.714571306,0,0,rest
1/1/2000 01:00:11 PM,-0.848498727,0,0,rest
1/1/2000 01:00:21 PM,-0.978590439,0,0,rest
1/1/2000 01:00:31 PM,-1.113449419,0,0,rest
1/1/2000 01:00:41 PM,-1.072847453,0,0,rest
1/1/2000 01:00:51 PM,-0.861357688,0,0,rest
1/1/2000 01:01:01 PM,-1.152614725,0,0,rest
1/1/2000 01:01:11 PM,-1.046892896,0,0,rest
1/1/2000 01:01:21 PM,-0.952415383,0,0,rest
1/1/2000 01:01:31 PM,-0.909434014,0,0,rest
1/1/2000 01:01:41 PM,-0.778597516,0,0,rest
1/1/2000 01:01:51 PM,-0.695325046,0,0,rest
1/1/2000 01:02:01 PM,-0.665519606,0,0,rest
1/1/2000 01:02:11 PM,-0.727022613,0,0,rest
1/1/2000 01:02:21 PM,-0.685897846,0,0,rest
1/1/2000 01:02:31 PM,-0.432237203,1,7,zig-zag
1/1/2000 01:02:41 PM,-0.539272987,1,7,zig-zag
1/1/2000 01:02:51 PM,-0.211447334,1,7,zig-zag
1/1/2000 01:03:01 PM,-0.173614277,1,7,zig-zag
1/1/2000 01:03:11 PM,-0.07912643,1,7,zig-zag
1/1/2000 01:03:21 PM,0.290602747,1,7,zig-zag
1/1/2000 01:03:31 PM,0.103779569,1,7,zig-zag
1/1/2000 01:03:41 PM,0.432797796,1,7,zig-zag
1/1/2000 01:03:51 PM,0.528301488,1,7,zig-zag
1/1/2000 01:04:01 PM,0.519916086,1,7,zig-zag
1/1/2000 01:04:11 PM,0.872757788,1,7,zig-zag
1/1/2000 01:04:21 PM,0.646035875,1,7,zig-zag
1/1/2000 01:04:31 PM,0.850285072,1,7,zig-zag
1/1/2000 01:04:41 PM,0.75883412,1,7,zig-zag
1/1/2000 01:04:51 PM,0.771025429,1,7,zig-zag
1/1/2000 01:05:01 PM,1.093193311,1,7,zig-zag
1/1/2000 01:05:11 PM,1.047956038,1,7,zig-zag
1/1/2000 01:05:21 PM,0.924400762,1,7,zig-zag
1/1/2000 01:05:31 PM,1.038082199,1,7,zig-zag
1/1/2000 01:05:41 PM,0.959980314,1,7,zig-zag
1/1/2000 01:05:51 PM,0.990672205,1,7,zig-zag
1/1/2000 01:06:01 PM,1.000782856,1,7,zig-zag
1/1/2000 01:06:11 PM,0.756179167,1,7,zig-zag
1/1/2000 01:06:21 PM,0.733709381,1,7,zig-zag
1/1/2000 01:06:31 PM,0.600949382,1,7,zig-zag
1/1/2000 01:06:41 PM,0.673746393,1,7,zig-zag
1/1/2000 01:06:51 PM,0.456882014,1,7,zig-zag
1/1/2000 01:07:01 PM,0.54066763,1,7,zig-zag
1/1/2000 01:07:11 PM,0.419123412,1,7,zig-zag
1/1/2000 01:07:21 PM,0.282921564,1,7,zig-zag
1/1/2000 01:07:31 PM,0.012049387,1,7,zig-zag
1/1/2000 01:07:41 PM,-0.089546822,1,7,zig-zag
1/1/2000 01:07:51 PM,-0.067886884,1,7,zig-zag
1/1/2000 01:08:01 PM,-0.328110951,1,7,zig-zag
1/1/2000 01:08:11 PM,-0.286405338,1,7,zig-zag
1/1/2000 01:08:21 PM,-0.477286065,1,7,zig-zag
1/1/2000 01:08:31 PM,-0.723234407,0,0,rest
1/1/2000 01:08:41 PM,-0.558657146,0,0,rest
1/1/2000 01:08:51 PM,-0.630571088,0,0,rest
1/1/2000 01:09:01 PM,-0.804994891,0,0,rest
1/1/2000 01:09:11 PM,-0.827059377,0,0,rest
1/1/2000 01:09:21 PM,-1.026317067,0,0,rest
1/1/2000 01:09:31 PM,-0.958086375,0,0,rest
1/1/2000 01:09:41 PM,-0.873374331,0,0,rest
1/1/2000 01:09:51 PM,-0.93761489,0,0,rest
1/1/2000 01:10:01 PM,-1.077229988,0,0,rest
1/1/2000 01:10:11 PM,-0.862607145,0,0,rest
1/1/2000 01:10:21 PM,-1.104946284,0,0,rest
1/1/2000 01:10:31 PM,-0.859163587,0,0,rest
1/1/2000 01:10:42 PM,-0.906704913,0,0,rest
1/1/2000 01:10:52 PM,-0.903147839,0,0,rest
1/1/2000 01:11:02 PM,-0.805816561,0,0,rest
1/1/2000 01:11:12 PM,-0.823883218,0,0,rest
1/1/2000 01:11:22 PM,-0.698648166,0,0,rest
1/1/2000 01:11:32 PM,-0.337214361,1,8,scrimmage
1/1/2000 01:11:42 PM,-0.182846536,1,8,scrimmage
1/1/2000 01:11:52 PM,-0.133476047,1,8,scrimmage
1/1/2000 01:12:02 PM,-0.263287767,1,8,scrimmage
1/1/2000 01:12:12 PM,0.069933319,1,8,scrimmage
1/1/2000 01:12:22 PM,0.063056882,1,8,scrimmage
1/1/2000 01:12:32 PM,0.210999568,1,8,scrimmage
1/1/2000 01:12:42 PM,0.190705072,1,8,scrimmage
1/1/2000 01:12:52 PM,0.446965817,1,8,scrimmage
1/1/2000 01:13:02 PM,0.462554788,1,8,scrimmage
1/1/2000 01:13:12 PM,0.607258014,1,8,scrimmage
1/1/2000 01:13:22 PM,0.696515236,1,8,scrimmage
1/1/2000 01:13:32 PM,0.798644976,1,8,scrimmage
1/1/2000 01:13:42 PM,0.927613641,1,8,scrimmage
1/1/2000 01:13:52 PM,0.871145779,1,8,scrimmage
1/1/2000 01:14:02 PM,1.012014746,1,8,scrimmage
1/1/2000 01:14:12 PM,1.031157696,1,8,scrimmage
1/1/2000 01:14:22 PM,0.90680709,1,8,scrimmage
1/1/2000 01:14:32 PM,1.036447547,1,8,scrimmage
1/1/2000 01:14:42 PM,1.143912171,1,8,scrimmage
1/1/2000 01:14:52 PM,0.962611052,1,8,scrimmage
1/1/2000 01:15:02 PM,0.841378016,1,8,scrimmage
1/1/2000 01:15:12 PM,1.010086058,1,8,scrimmage
1/1/2000 01:15:22 PM,0.844103239,1,8,scrimmage
1/1/2000 01:15:32 PM,0.775663228,1,8,scrimmage
1/1/2000 01:15:42 PM,0.712742961,1,8,scrimmage
1/1/2000 01:15:52 PM,0.411424508,1,8,scrimmage
1/1/2000 01:16:02 PM,0.355485221,1,8,scrimmage
1/1/2000 01:16:12 PM,0.417683121,1,8,scrimmage
